"lon","lat","species.name"
18.327905,68.394726,"Harrimanella hypnoides"
14.502644,65.12634,"Harrimanella hypnoides"
14.697723,65.868639,"Harrimanella hypnoides"
16.368391,66.434107,"Harrimanella hypnoides"
15.401454,67.360279,"Harrimanella hypnoides"
9.812001,62.323752,"Harrimanella hypnoides"
14.638775,65.680734,"Harrimanella hypnoides"
14.697247,65.866773,"Harrimanella hypnoides"
18.622336,67.883704,"Harrimanella hypnoides"
23.102343,70.318336,"Harrimanella hypnoides"
9.788564,62.023133,"Harrimanella hypnoides"
14.331192,65.044357,"Harrimanella hypnoides"
8.834643,61.397548,"Harrimanella hypnoides"
7.789202,62.539755,"Harrimanella hypnoides"
9.767616,62.337189,"Harrimanella hypnoides"
9.441833,61.34387,"Harrimanella hypnoides"
19.003375,69.631109,"Harrimanella hypnoides"
9.787945,62.024641,"Harrimanella hypnoides"
16.376153,66.427451,"Harrimanella hypnoides"
12.362363,63.212836,"Harrimanella hypnoides"
18.621878,67.883667,"Harrimanella hypnoides"
10.371571,62.640457,"Harrimanella hypnoides"
9.789481,62.019748,"Harrimanella hypnoides"
12.326566,63.179315,"Harrimanella hypnoides"
13.932295,66.759955,"Harrimanella hypnoides"
8.002785,62.224685,"Harrimanella hypnoides"
8.048366,62.261497,"Harrimanella hypnoides"
7.996192,62.237882,"Harrimanella hypnoides"
9.043394,61.565421,"Harrimanella hypnoides"
12.446922,62.726039,"Harrimanella hypnoides"
15.668092,66.874618,"Harrimanella hypnoides"
7.989895,62.227645,"Harrimanella hypnoides"
16.249841,66.206276,"Harrimanella hypnoides"
16.40383,66.440761,"Harrimanella hypnoides"
14.694767,65.880524,"Harrimanella hypnoides"
16.312885,66.046234,"Harrimanella hypnoides"
14.640913,65.680923,"Harrimanella hypnoides"
16.22264,66.193947,"Harrimanella hypnoides"
14.481094,65.107449,"Harrimanella hypnoides"
25.816171,71.067014,"Harrimanella hypnoides"
15.571442,67.649236,"Harrimanella hypnoides"
7.288634,62.571685,"Harrimanella hypnoides"
16.607146,67.524599,"Harrimanella hypnoides"
14.63811,65.680693,"Harrimanella hypnoides"
10.691012,63.20526,"Harrimanella hypnoides"
9.43815,61.627654,"Harrimanella hypnoides"
16.053146,67.390586,"Harrimanella hypnoides"
14.356848,65.682484,"Harrimanella hypnoides"
16.228389,66.199258,"Harrimanella hypnoides"
20.808144,69.171502,"Harrimanella hypnoides"
15.12321,64.863251,"Harrimanella hypnoides"
10.556202,63.044501,"Harrimanella hypnoides"
14.358842,65.681777,"Harrimanella hypnoides"
16.140004,66.221877,"Harrimanella hypnoides"
9.485248,61.63643,"Harrimanella hypnoides"
20.430259,69.241559,"Harrimanella hypnoides"
