"","Temp","Temp.Var","Precip","Precip.Var"
"Anisotome.haastii",64.431289640592,3909.58139534884,3006.97040169133,13.0993657505285
"Anisotome.imbricata",50.9919137466307,3968.96765498652,2783.17520215633,13.7304582210243
"Antennaria.alpina",-10.5373443983402,6901.4377593361,919.365145228216,25.5228215767635
"Antennaria.carpatica",34.7901234567901,5739.06172839506,1379.76543209877,27.1728395061728
"Antennaria.dimorpha",73.6049382716049,6767.76790123457,556.491358024691,56.116049382716
"Antennaria.lanata",-20.481308411215,7361.02102803738,835.700934579439,29.0257009345794
"Anthyllis.vulneraria",83.7794486215539,6198.98496240602,775.461152882206,24.9874686716792
"Aquilegia.caerulea",14.2039215686275,7734.61960784314,631.137254901961,22.8941176470588
"Arabis.alpina",3.97835497835498,6506.95238095238,1055.84848484848,24.7402597402597
"Arabis.bellidifolia",61.1491442542787,6212.54034229829,1105.38141809291,29.6528117359413
"Arabis.glabra",73.2412177985948,6900.70491803279,663.407494145199,27.5878220140515
"Arabis.hirsuta",69.8418491484185,6693.7104622871,652.851581508516,24.8029197080292
"Arabis.holboellii",39.6678966789668,8446.75276752768,545.940959409594,40.4981549815498
"Arabis.lemonii",7.83246073298429,6004.91361256544,764.903141361257,52.5052356020942
"Arabis.lyallii",12.3560975609756,6349.91219512195,915.536585365854,48.5658536585366
"Arabis.nuttalii",33.4745762711864,8071.58474576271,599.872881355932,28.2881355932203
"Arctostaphylos.uvaursi",50.6666666666667,7480.89671361502,808.448356807512,32.3896713615023
"Arenaria.aculeata",71.9404761904762,6409.47619047619,809.416666666667,60.6071428571429
"Arenaria.capillaris",0.807339449541284,8355.24464831804,892.067278287462,47.1406727828746
"Arenaria.ciliata",39.2130681818182,5485.86931818182,1234.40340909091,23.5909090909091
"Arenaria.congesta",51.9046391752577,6709.48969072165,755.564432989691,49.9201030927835
"Arenaria.insignis",65,9040.25,315.25,80.25
"Arenaria.obtusifolia",117.589123867069,5835.73111782477,595.803625377643,27.6616314199396
"Arenaria.rossii",-89.0301724137931,10297.7327586207,283.853448275862,44.75
"Arenaria.serpens",68.8888888888889,2868.34920634921,890.968253968254,65.2857142857143
"Arenaria.tetraquetra",82.6785714285714,6301.96103896104,850.801948051948,31.5519480519481
"Arisaema.jaqmontii",61.1491442542787,6212.54034229829,1105.38141809291,29.6528117359413
"Arjona.patagonica",51.7777777777778,4316.94444444444,450.388888888889,41.4444444444444
"Armeria.caespitosa",79.7570093457944,6130.75700934579,652.719626168224,28.6448598130841
"Armeria.maritima",90.7284345047923,5395.32587859425,740.428115015974,35.14696485623
"Arnica.alpina",61.1491442542787,6212.54034229829,1105.38141809291,29.6528117359413
"Arnica.diversifolia",16.4200913242009,6743.57534246575,894.369863013699,49.013698630137
"Artemisia.eriantha",25.3947368421053,5675.11578947368,1278.07368421053,18.4684210526316
"Artemisia.frigida",30.4013157894737,9975.29605263158,408.745614035088,52.4451754385965
"Artemisia.gmelinii",105.697674418605,7551.68992248062,813.573643410853,69.6201550387597
"Artemisia.ludoviciana",61.1491442542787,6212.54034229829,1105.38141809291,29.6528117359413
"Artemisia.michauxiana",19.0113636363636,7011.20833333333,663.791666666667,38.7348484848485
"Artemisia.scopulorum",-14.6701030927835,7381.62886597938,759.927835051546,19.7731958762887
"Asperula.aristata",141.81917211329,5598.55337690632,520.893246187364,36.6928104575163
"Asperula.glomerata",85.6190476190476,8623.28571428571,422.357142857143,56.1666666666667
"Aster.alpigenus",43.839378238342,5962.19689119171,1010.93264248705,65.1968911917098
"Aster.alpinus",35.5972222222222,6643.88194444444,1035.36111111111,33.7291666666667
"Aster.himailacus",36.08,5546.56,612,100.62
"Astragalus.alpinus",1.6832298136646,7392.56314699793,802.797101449275,28.3498964803313
"Astragalus.bourgovii",3.32692307692308,7679.65384615385,668.192307692308,24.7115384615385
"Astragalus.capito",115.833333333333,9253.66666666667,151.333333333333,80.5
"Astragalus.frigidus",-6.19551934826884,7331.53971486762,710.904276985743,29.7148676171079
"Astragalus.kentrophyta",33.7732426303855,7307.63718820862,466.730158730159,36.0589569160998
"Astragalus.nivicola",54.4,3852.2,533.6,26.3
"Astragalus.polycladus",34.6231884057971,6882.10144927536,598.260869565217,94.3188405797101
"Astragalus.purshii",85.9247058823529,7035.33176470588,440.301176470588,54.2823529411765
"Astragalus.suleatus",98.05,7795.4,594.2,33.25
"Astragalus.tanguticus",26.8965517241379,6919.72413793103,410.781609195402,101
"Avena.fatua",128.380743982495,5361.42888402626,698.424507658643,36.3916849015317
"Azorella.coespitosa",61.1491442542787,6212.54034229829,1105.38141809291,29.6528117359413
"Azorella.fuegiana",56.8666666666667,3812.13333333333,422.8,26.2666666666667
"Azorella.licopodioidis",46.8823529411765,3518,656.764705882353,30
"Azorella.madreporica.1",61.1491442542787,6212.54034229829,1105.38141809291,29.6528117359413
"Azorella.madreporica",71.8823529411765,4380.47058823529,483.117647058824,56.4705882352941
"Azorella.monantha",66.2,4217.525,508.775,43.725
"Azorella.pedunculata",69.7777777777778,406.895424836601,1156.99346405229,30.0849673202614
"Azorella.trifurcata",77.6551724137931,4196.77586206897,543.706896551724,40.9137931034483
"Baccharis.caespitosa",61.3526315789474,920.421052631579,1014.47894736842,51.8842105263158
"Barbarea.orthoceras",95.1994949494949,6003.19949494949,810.666666666667,68.6464646464647
"Barneoudia.major",60.6666666666667,4392,459,49
"Bartsia.alpina",6.86475409836066,6793.38319672131,935.985655737705,27.469262295082
"Bartsia.stricta",68.8556701030928,419.463917525773,1409.29896907216,29.2268041237113
"Berberis.buxifolia",76.2596153846154,4097.17307692308,1007.84615384615,42.2788461538462
"Berberis.empetrifolia",64.8307692307692,4068.66153846154,871.507692307692,57.1692307692308
"Besseya.alpina",-21.4655172413793,7435.06896551724,809.051724137931,20.3793103448276
"Besseya.wyomingensis",31.8369565217391,8334.78260869565,512.695652173913,37.0869565217391
"Biscutella.glacialis",90.6164383561644,6498.79452054795,806.191780821918,41.013698630137
"Bistorta.vivipara",27.6860215053763,7227.34193548387,810.195698924731,28.5849462365591
"Brachyglottis.bellidioides",68.5626283367557,3904.82340862423,2492.20739219713,13.1827515400411
"Brachyscome.sinclairii",62.626423690205,4130.9840546697,2276.12300683371,13.1890660592255
"Bromus.carinatus",113.570024570025,5094.12039312039,793.255528255528,65.9336609336609
"Bromus.catharticus",161.212389380531,4974.06637168142,1004.25884955752,29.216814159292
"Bromus.commutatus",96.2301136363636,5572.39772727273,745.303977272727,16.7017045454545
"Bromus.lanatus",67.203125,759.996875,1051.1,46.65
"Bromus.setifolius",67.6868686868687,4234.15151515152,445.616161616162,44.0909090909091
"Bromus.tectorum",97.0605326876513,6738.75786924939,635.520581113801,32.1743341404358
"Bromus.tomentosus",191,9071,59,89
"Bupleurum.americanum",-58.3444444444444,12619.9777777778,323.788888888889,57.9888888888889
"Calamagrostis.curvula",72.0886075949367,3298.07594936709,296.898734177215,114.303797468354
"Calamagrostis.lapponica",-15.9108280254777,8987.58174097665,566.305732484076,34.5222929936306
"Calamagrostis.pseudophragmites",71.7446153846154,7531.84923076923,808.56,47.72
"Calandrinia.affinis",57.6521739130435,4077.52173913043,543.173913043478,84.4782608695652
"Calandrinia.caespitosa",38.2222222222222,4177.74074074074,440.666666666667,55.3703703703704
"Calandrinia.gayana",75.4468085106383,4155.59574468085,1117.76595744681,69.4042553191489
"Calceolaria.uniflora",55.265306122449,3922.59183673469,448.612244897959,24.1836734693878
"Campanula.alpina",29.0535714285714,6364.94642857143,1255.96428571429,27.4464285714286
"Campanula.cochleariifolia",42.4921135646688,6198.33438485804,1196.64353312303,25.0347003154574
"Campanula.rotundifolia",67.4418604651163,7142.82558139535,797.313953488372,25.7627906976744
"Campanula.ruprechtii",61.1491442542787,6212.54034229829,1105.38141809291,29.6528117359413
"Campanula.scheuchzeri",31.2429022082019,5851.95268138801,1259.32492113565,21.7602523659306
"Campanula.tatrae",46.3571428571429,7359.5,1032.78571428571,36.2857142857143
"Capsella.bursa",125.61733615222,6508.59619450317,759.255813953488,33.7272727272727
"Cardamine.bellidifolia",-17.7367346938776,6796.03673469388,967.889795918367,24.5632653061224
"Cardamine.bilobata",66.0851063829787,3953.98936170213,2416.51063829787,13.8829787234043
"Carex.aphylla",82.8095238095238,4129.28571428571,956.428571428571,72.0952380952381
"Carex.atrata",4.77800829875519,6534.40663900415,1041.99170124481,26.1078838174274
"Carex.bigelowii",2.47368421052632,6260.05949656751,1403.36384439359,26.1601830663616
"Carex.caduca",33.2,3276.9,664.4,16.8
"Carex.capillaris",13.8446808510638,7131.95106382979,851.046808510638,28.1446808510638
"Carex.curvula",19.719557195572,5633.70479704797,1362.87084870849,15.549815498155
"Carex.ericetorum",58.5071770334928,7125.05502392345,609.811004784689,26.2655502392345
"Carex.firma",43.6724137931034,6457.12068965517,1205.21551724138,30.2758620689655
"Carex.fuliginosa",-47.1511627906977,8814.65581395349,574.041860465116,37.1767441860465
"Carex.geyeri",45.4,7201.15918367347,734.240816326531,41.9469387755102
"Carex.lachenalii",-5.81212121212121,6557.66464646465,1049.38383838384,24.3232323232323
"Carex.nardina",-47.7415458937198,8646.52173913043,657.398550724638,34.1256038647343
"Carex.parryana",19.6666666666667,10470.7564102564,443.205128205128,42.9871794871795
"Carex.parviflora",21.1438848920863,5782.11510791367,1355.1618705036,19.2158273381295
"Carex.phaeocephala",2.784,6747.63733333333,830.968,41.9146666666667
"Carex.podocarpa",-66.6188811188811,11848.4440559441,399.013986013986,55.7832167832168
"Carex.rupestris",-4.29460580912863,6804.78423236514,921.522821576763,25.3547717842324
"Carex.sempervirens",37.0098039215686,5993.62418300654,1210.04575163399,22.1928104575163
"Carex.sp10",61.1491442542787,6212.54034229829,1105.38141809291,29.6528117359413
"Carex.sp11",61.1491442542787,6212.54034229829,1105.38141809291,29.6528117359413
"Carex.sp13",61.1491442542787,6212.54034229829,1105.38141809291,29.6528117359413
"Carex.sp14",61.1491442542787,6212.54034229829,1105.38141809291,29.6528117359413
"Carex.sp15",61.1491442542787,6212.54034229829,1105.38141809291,29.6528117359413
"Carex.stenophylloides",29.3817567567568,9326.34121621622,358.35472972973,55.8614864864865
"Carex.tristicha",225,610.5,2314.5,50
"Cassiope.hypnoides",-10.2183673469388,6754.85918367347,987.20612244898,24.5775510204082
"Castilleja.miniata",51.4783653846154,6598.60576923077,930.745192307692,60.0504807692308
"Castilleja.nubigena",56.448275862069,598.706896551724,1169.1724137931,42.0172413793103
"Castilleja.pallescens",45.5679012345679,7949.64197530864,412.098765432099,29.6543209876543
"Celmisia.bondplanii",44.4444444444444,3848.22222222222,2341.83333333333,10.6666666666667
"Celmisia.glandulosa",64.9180887372014,3927.62116040956,2895.63139931741,14.1023890784983
"Celmisia.laricifolia",53.0523560209424,3797.97382198953,2500.83246073298,12.8743455497382
"Celmisia.lyallii",51.102615694165,4226.12273641851,2652.46680080483,12.4527162977867
"Celmisia.sessiliflora",50.3481152993348,3962.11308203991,2871.9822616408,12.8647450110865
"Celmisia.spectabilis",73.409381663113,3766.61833688699,2226.58848614072,15.8976545842217
"Celmisia.viscosa",48.0171673819742,3926.41630901288,2240.88841201717,12.8412017167382
"Centaurea.maculosa",61.1491442542787,6212.54034229829,1105.38141809291,29.6528117359413
"Cerastium.alpinum",0.469473684210526,6788.88631578947,964.404210526316,26.3621052631579
"Cerastium.arvense",86.9972527472527,6305.07692307692,723.744505494505,24.2197802197802
"Cerastium.beeringianum",-41.825641025641,9694.81025641026,626.066666666667,46.0307692307692
"Cerastium.floccosum",59.038961038961,391.493506493507,1248.42857142857,29.5584415584416
"Cerastium.imbricatum",47.4736842105263,417.289473684211,1278.31578947368,32.7894736842105
"Cerastium.lanatum",102,5501,820,11
"Cerastium.latifolium",26.0378378378378,5800.25405405405,1315.61621621622,17.2162162162162
"Cerastium.nutans",119.120853080569,4111.42654028436,992.585308056872,72.5308056872038
"Cerastium.trianae",126.666666666667,489.666666666667,1981.66666666667,37.6666666666667
"Cerastrium.vulgare",89.5474860335195,6089.12849162011,739.893854748603,18.1759776536313
"Chaenorhinum.glareosum",48.6140350877193,6749.59649122807,1061.9649122807,36.8421052631579
"Chaetanthera.apiculata",101,4628,987,81
"Chaetanthera.euphrasioides",71.5,4146,800,83.25
"Chaetanthera.lycopodioides",101,4628,987,81
"Chaetanthera.pentacaenoides",36.8333333333333,3750.5,176.833333333333,37.8333333333333
"Chaetanthera.planiseta",30,4096.5,472.5,88.5
"Chaetanthera.pusilla",43.75,4345,451.75,68.75
"Chamorchis.alpina",-2.06911447084233,6775.18358531318,919.609071274298,25.0928725701944
"Chionohebe.ciliata",51.6470588235294,3856.10084033613,2790.90756302521,14.2268907563025
"Chionohebe.thomsonii",37.5478260869565,3985.97391304348,2054.8347826087,9.53913043478261
"Chrysopsis.villosa",74.997572815534,8153.19902912621,507.546116504854,50.2354368932039
"Chrysosplenium.tetrandum",-49.4117647058824,10694.9264705882,421.772058823529,49.703431372549
"Chuquiraga.avellanae",119.948275862069,4863.29310344828,246.5,35.9655172413793
"Chuquiraga.jussieui",80.0433070866142,467.507874015748,1062.39763779528,37.7007874015748
"Cirsium.etonii",61.1491442542787,6212.54034229829,1105.38141809291,29.6528117359413
"Cirsium.scariosum",73.4530120481928,6301.68674698795,641.522891566265,60.9686746987952
"Cirsium.spinosissimum",144.19621749409,5654.35933806147,1294.0780141844,30.5697399527187
"Cirsium.tweedyi",11.8648648648649,7555.8018018018,612.27027027027,23.8108108108108
"Claytonia.megarhiza",-4.05555555555556,6899.78395061728,912.969135802469,37.0061728395062
"Colobanthus.aciculatus",61.1491442542787,6212.54034229829,1105.38141809291,29.6528117359413
"Colobanthus.buchannii",42.5263157894737,3832.39473684211,2070.48245614035,10.6315789473684
"Colobanthus.lycopodioides",50,4103.46153846154,518.384615384615,35.3076923076923
"Colobanthus.subulatus",44.4883720930233,3946.16279069767,1349.98837209302,24.8488372093023
"Comastoma.pulmonarium",44.5,6808.9,676.15,89.3166666666667
"Comastoma.tenellum",-8.44769874476988,7033.89539748954,775.594142259414,28.2866108786611
"Cortia.depressa",36.3589743589744,5581,706.128205128205,104.538461538462
"Corydalis.pauciflora",-63.78125,11799.45625,379.125,58.28125
"Crepis.heterotricha",45,9112,217,80
"Crepis.jacquinii",36.1928251121076,6282.13901345291,1183.42152466368,30.7085201793722
"Crepis.terglouensis",22.4311926605505,6011.36697247706,1277.7247706422,27.9724770642202
"Cryptantha.celosioides",70.9201680672269,8889.04201680672,383.743697478992,48.5084033613445
"Cryptantha.nubigena",11.3574144486692,5590.11406844106,673.254752851711,59.0152091254753
"Cuscuta.chilensis",106.545454545455,3329.63636363636,786.636363636364,84.9090909090909
"Cyananthus.himalaicus",12,5233.5,489.5,104
"Cyananthus.microphyllus",51.4545454545455,4986.81818181818,1034.27272727273,97.9090909090909
"Cymopterus.glaucus",33.6875,8101.0625,514.875,34.25
"Cyperus.reflexus",178.663636363636,3118.44545454545,1241.41363636364,45.8909090909091
"Cytisus.galianoi",84.2564102564103,6351.4358974359,770.615384615385,35.2264957264957
"Dactylis.glomerata",90.6586956521739,6994.14565217391,831.228260869565,23.8108695652174
"Danthonia.intermedia",18.906976744186,7079.5488372093,842.281395348837,45.9418604651163
"Dasiphora.fruticosa",49.7828054298643,7943.78959276018,621.06334841629,30.8891402714932
"Delphinium.oxysepalum",19,6485.66666666667,1352.33333333333,34.3333333333333
"Deschampsia.caespitosa",80.5545171339564,6164.35202492212,755.532710280374,20.1183800623053
"Deschampsia.flexuosa",70.573566084788,6507.34164588529,811.443890274314,23.4588528678304
"Deyeuxia.scabrescens",93.702479338843,5780.93388429752,907.694214876033,88.6280991735537
"Dianthus.brachyanthus",108.099322799097,6124.44243792325,621.288939051919,34.6568848758465
"Discaria.nana",44,4325,586.714285714286,64
"Dodecatheon.pulchellum",86.5626326963907,8873.10191082803,869.83864118896,30.7898089171975
"Doronicum.clusii",20.2452830188679,5783.93081761006,1301,22.2704402515723
"Douglasia.montana",34.4,7770.2,541.8,25.6
"Draba.aizoides",50.1651376146789,5796.77064220183,1134.95412844037,18.3119266055046
"Draba.altaica",-26.7259259259259,8496.66666666667,281.548148148148,66.2888888888889
"Draba.aretioides",60.0476190476191,355.714285714286,1284.42857142857,31.3809523809524
"Draba.aurea",-9.78484107579462,8647.31051344743,621.953545232274,30.7041564792176
"Draba.cana",-26.7216748768473,10031.0123152709,533.847290640394,40.3177339901478
"Draba.funiculosa",57,3679.27272727273,472.909090909091,19.1818181818182
"Draba.gilliesii",61.3947368421053,4164.31578947368,752.526315789474,59.1315789473684
"Draba.hispanica",104.300283286119,6247.31728045326,680,37.328611898017
"Draba.longipes",-68.1461038961039,11500.1201298701,431.373376623377,48.9967532467532
"Draba.magellanica",46.6785714285714,4409.28571428571,535.464285714286,27.4642857142857
"Draba.oligosperma",-1.9647355163728,6948.07808564232,603.196473551637,39.2342569269521
"Draba.oreades",-6.26767676767677,8276.93434343434,408.373737373737,71.8232323232323
"Draba.paysonii",-11.3827160493827,7688.44444444444,676.185185185185,27.3333333333333
"Draba.praealta",0.84393063583815,7596.78034682081,635.236994219653,40.2774566473988
"Draba.pulchella",52.5,9367.66666666667,282.333333333333,78.3333333333333
"Draba.tomentosa",30.4635193133047,5881.72532188841,1281.81545064378,21.6738197424893
"Dracophyllum.muscoides",49.9577464788732,4061.40845070423,1729.61971830986,10.056338028169
"Dracophyllum.pronum",56.3776824034335,4009.38197424893,2473.67381974249,13.4678111587983
"Dracophyllum.uniflorum",66.7484143763213,3982.99154334038,2613.93868921776,13.9894291754757
"Dryas.octopetala",7.28,6525.71777777778,989.888888888889,25.7666666666667
"Dubyaea.hispida",52.6181818181818,5199.72727272727,863.309090909091,95.0727272727273
"Elsholtzia.eriostachya",-0.471544715447154,7628.72357723577,323.373983739837,60.219512195122
"Elymus.longaristatus",61.1491442542787,6212.54034229829,1105.38141809291,29.6528117359413
"Elymus.nutans",35.2822085889571,7941.05521472393,479.748466257669,84.1349693251534
"Elymus.rectisetus",145.056379821958,4971.46884272997,725.608308605341,20.7566765578635
"Elyna.myosuroides",-7.75560538116592,6817.11434977578,913.890134529148,27.5829596412556
"Empetrum.rubrum",57.5652173913044,3521.94202898551,1091.34782608696,27.6231884057971
"Ephedra.americana",118.923976608187,1886.26900584795,603.12865497076,81.4619883040936
"Epilobium.angustifolium",67.7831050228311,6771.82876712329,878.853881278539,26.5890410958904
"Epilobium.cylindricum",105.371428571429,6005.27142857143,976.171428571429,84.5285714285714
"Epilobium.nivale",60.25,4091.91666666667,746.666666666667,62
"Epilobium.pycnostachyium",61.5238095238095,3838.92063492063,2100.2380952381,14.2222222222222
"Eragrostis.pectinacea",127.886699507389,6043.49014778325,760.036945812808,41.5221674876847
"Erigeron.alpinus",61.1491442542787,6212.54034229829,1105.38141809291,29.6528117359413
"Erigeron.andicola",73.1153846153846,4373.26923076923,541.576923076923,52.7307692307692
"Erigeron.aureus",3.79032258064516,6922.87096774194,1155.61290322581,40.5483870967742
"Erigeron.canus",82.7792207792208,8805.44155844156,411.519480519481,60.4415584415584
"Erigeron.compositus",0.252847380410023,7904.58086560364,659.876993166287,43.1457858769932
"Erigeron.ecuadoriensis",61.3815789473684,360.539473684211,1359.01315789474,37.5263157894737
"Erigeron.eriocalyx",-34.5,11495.5,228,73
"Erigeron.frigidus",89.0063897763578,7801.43450479233,1137.95207667732,31.6581469648562
"Erigeron.glabratus",41.2222222222222,6183.11111111111,1173.11111111111,28.1111111111111
"Erigeron.lanatus",-21.275,7622,737.6,25.175
"Erigeron.simplex",-10.9148936170213,7504.75886524823,723.86524822695,25.2695035460993
"Erigeron.tomentosa",61.1491442542787,6212.54034229829,1105.38141809291,29.6528117359413
"Erigeron.uniflorus",-7.27763496143959,6747.2853470437,929.645244215938,23.9254498714653
"Eriogonum.flavum",35.0846394984326,9072.67084639498,504.833855799373,47.9467084639498
"Eriogonum.ovalifolium",57.2869757174393,7102.23178807947,498.527593818985,43.4834437086093
"Eriogonum.subalpinum",64.3235294117647,6520.15837104072,714.380090497738,58.3325791855204
"Eriophyllum.lanatum",104.455607476636,5912.13551401869,1056.47196261682,74.3528037383178
"Eritrichium.nanum",-43.7970149253731,9729.09552238806,667.716417910448,44.0059701492537
"Erophila.verna",91.054054054054,5942.77297297297,725.313513513513,19.3567567567568
"Eryngium.glaciale",52.6625,6693.75,1043.0875,37.575
"Euphorbia.collina",61.1491442542787,6212.54034229829,1105.38141809291,29.6528117359413
"Euphorbia.esula",81.1451104100946,6871.30914826498,666.022082018927,23.9652996845426
"Euphorbia.nevadensis",109.818181818182,5876.40067340067,682.026936026936,26.986531986532
"Euphorbia.stracheyi",39.1487603305785,5952.52892561983,681.768595041322,97.3471074380165
"Euphrasia.frigida",17.4640883977901,5583.9364640884,1181.32320441989,25.0110497237569
"Euphrasia.minima",56.5428571428571,5795.48571428571,1080.4612244898,24.5551020408163
"Euphrasia.salisburgensis",19.8430913348946,6341.43091334895,962.936768149883,24.4145199063232
"Euphrasia.tatrae",20.1875,6541.75,1302.5,32.5625
"Euphrasia.willkommii",55.6666666666667,6559.83333333333,968.666666666667,35.8333333333333
"Euphrasia.zealandica",63.7735042735043,3943.9764957265,2463.50641025641,13.8333333333333
"Festuca.alaica",19.4098360655738,8952.14754098361,377.934426229508,53.672131147541
"Festuca.arizonica",68.2406015037594,6266.67669172932,516.315789473684,48.1654135338346
"Festuca.brachyphylla",-43.4842931937173,9316.87696335079,659.450261780105,45.217277486911
"Festuca.clementei",54.5555555555556,6636.12698412698,1029.7619047619,37.1111111111111
"Festuca.curvifolia",98.7146017699115,6308.21460176991,677.066371681416,34.0464601769912
"Festuca.iberica",76.0714285714286,6466.28571428571,844.928571428571,38
"Festuca.idahoensis",74.6997518610422,6277.40198511166,856.751861042184,57.3250620347395
"Festuca.indigesta",84.2379746835443,6014.33417721519,854.837974683544,31.9012658227848
"Festuca.magellanica",56.9816513761468,3842.97247706422,507.51376146789,30.7339449541284
"Festuca.ovina",67.5840909090909,6737.74545454545,692.863636363636,25.2318181818182
"Festuca.quadriflora",23.5602836879433,6067.79432624113,1239.56737588652,27.4255319148936
"Festuca.versicolor",61.1491442542787,6212.54034229829,1105.38141809291,29.6528117359413
"Festuca.violacea",28.0989583333333,5835.89583333333,1313.40104166667,17.015625
"Filago.arvensis",92.8165938864629,7264.63755458515,817.085152838428,19.8100436681223
"Floscaldasia.hypsophila",25.5454545454545,396.545454545455,2055.54545454545,47.7272727272727
"Fritillaria.pudica",69.2472826086957,7520.36413043478,487.755434782609,41.6603260869565
"Gaillardia.aristata",58.6528735632184,8906.19540229885,501.174712643678,46.8183908045977
"Galium.anisophyllon",36.8090909090909,6357.64545454545,1233.74545454545,28.0272727272727
"Galium.boreale",58.7426160337553,7531.89240506329,682.888185654008,29.2742616033755
"Galium.decumbens",121.5,9223,127,82.5
"Galium.gilliesii",67.1111111111111,4545.11111111111,599.888888888889,69.2222222222222
"Galium.megalospermum",31.7055214723926,5934.15950920245,1255.99386503067,21.601226993865
"Galium.pyrenaicum",50.4700854700855,5517.82478632479,1145.82051282051,18.6367521367521
"Gamocarpa.selliana",58.3846153846154,4282.84615384615,447.615384615385,39.2307692307692
"Gaultheria.depressa",66.4532224532225,3876.75051975052,2306.59667359667,14.3617463617464
"Gaultheria.nubicola",47.1724137931034,3918.95402298851,2323.36781609195,10.8620689655172
"Gaultheria.pumila",63.6818181818182,3594.27272727273,908.727272727273,39.0340909090909
"Gayophytum.humile",63.5606060606061,6105.20707070707,933.075757575758,64.4949494949495
"Gayophytum.micranthum",50.9523809523809,3948.28571428571,479.761904761905,69.2380952380952
